Row,WBN_GC_L_0.25,WBN_GC_H_0.25,WBN_GC_L_0.50,WBN_GC_H_0.50,WBN_GC_L_0.75,WBN_GC_H_0.75,WBN_GC_L_1.00,WBN_GC_H_1.00,WBN_EN_L_0.25,WBN_EN_H_0.25,WBN_EN_L_0.50,WBN_EN_H_0.50,WBN_EN_L_0.75,WBN_EN_H_0.75,WBN_EN_L_1.00,WBN_EN_H_1.00,WBN_LP_L_0.25,WBN_LP_H_0.25,WBN_LP_L_0.50,WBN_LP_H_0.50,WBN_LP_L_0.75,WBN_LP_H_0.75,WBN_LP_L_1.00,WBN_LP_H_1.00
660993,-2.17694,1.62043,-2.43263,2.30009,-2.83874,3.09054,-3.49608,3.93061,-0.771238,1.38075,-1.54958,2.19791,-2.33037,3.06846,-3.11384,3.95437,-1.03059,1.13013,-1.80509,1.95921,-2.62693,2.8334,-3.46192,3.72299
660988,-2.36528,1.77344,-2.48386,2.2199,-2.71573,2.79592,-3.16098,3.52857,-0.770418,1.21848,-1.54799,1.84526,-2.32825,2.59482,-3.10987,3.39096,-0.855921,1.10019,-1.51948,1.89065,-2.24348,2.69851,-3.00248,3.51216
660970,-1.82363,1.31587,-2.26984,2.03911,-2.87239,2.88088,-3.55801,3.75549,-0.810999,1.25031,-1.63281,2.02302,-2.45907,2.89466,-3.28759,3.78791,-0.650085,1.31756,-1.43937,2.16798,-2.2596,3.06177,-3.08641,3.96386
660966,-2.24596,1.85097,-2.37222,2.29894,-2.76404,2.97912,-3.57954,3.7864,-0.754234,1.36368,-1.56213,2.1452,-2.39364,2.9872,-3.23682,3.85044,-1.03966,0.958338,-1.83666,1.7862,-2.67771,2.65715,-3.52947,3.53704
660964,-1.68671,1.79427,-2.2767,2.4605,-2.94651,3.27522,-3.66278,4.16622,-0.789746,1.54583,-1.61935,2.41369,-2.46731,3.32915,-3.32659,4.26559,-1.08063,1.12437,-1.91351,2.04387,-2.76873,2.98851,-3.63535,3.9413
660962,-1.77861,1.1596,-2.19719,1.835,-2.75552,2.61529,-3.3934,3.42974,-0.630963,1.47872,-1.28812,2.25013,-1.98049,3.06513,-2.69983,3.89562,-0.623666,1.28199,-1.35846,2.0379,-2.10121,2.84888,-2.84732,3.67713
660959,-2.39207,1.47171,-2.51906,2.0073,-2.76125,2.74521,-3.2311,3.54034,-0.761785,1.23296,-1.53636,1.90253,-2.31526,2.6809,-3.09611,3.48903,-0.845486,1.05369,-1.53156,1.82689,-2.24502,2.63516,-3.01449,3.45352
660955,-2.27755,1.77632,-2.39893,2.37237,-2.69973,3.18835,-3.52621,4.05358,-0.728154,1.37606,-1.56539,2.21287,-2.43619,3.10117,-3.31833,4.0032,-1.00308,1.02717,-1.84396,1.89369,-2.71966,2.79077,-3.60477,3.69696
660954,-2.38301,1.67899,-2.61145,2.4958,-3.00087,3.43039,-3.65019,4.40148,-0.806707,1.42249,-1.68342,2.34727,-2.5806,3.33382,-3.4855,4.33578,-1.09424,1.3721,-1.84018,2.2911,-2.71336,3.276,-3.61159,4.27675
660949,-2.36333,1.34349,-2.62411,1.9197,-3.01644,2.69194,-3.49963,3.49435,-0.772884,2.33458,-1.55079,2.46079,-2.33125,2.79865,-3.1132,3.50039,-0.849337,1.1101,-1.50004,1.91651,-2.19255,2.73208,-2.92903,3.5523
660945,-1.57332,1.78349,-1.89723,2.4306,-2.64573,3.19031,-3.48308,4.0062,-0.775677,2.33468,-1.56463,2.46747,-2.3739,3.23788,-3.20049,4.11201,-1.11395,1.11457,-1.94518,1.94749,-2.79177,2.8124,-3.64578,3.69462
660944,-2.27226,1.85946,-2.39522,2.28312,-2.76526,2.89621,-3.40852,3.61515,-0.76848,1.42547,-1.54422,2.13443,-2.32347,2.9127,-3.10464,3.71729,-0.816675,1.1068,-1.47317,1.90604,-2.19775,2.72041,-2.95354,3.54419
660940,-2.25743,1.81754,-2.38381,2.24873,-2.73986,2.98657,-3.55072,3.80587,-0.716555,1.36495,-1.52481,2.14914,-2.36122,2.99037,-3.20887,3.84941,-1.03664,0.91709,-1.83074,1.75973,-2.67149,2.62446,-3.52375,3.49532
660938,-1.46369,1.87086,-1.83504,2.26855,-2.37067,2.96006,-3.07496,3.77328,-0.7855,1.29518,-1.5794,2.0136,-2.37656,2.81939,-3.17529,3.65571,-0.881489,1.1256,-1.57076,1.95737,-2.27475,2.80376,-3.00694,3.657
660936,-2.38613,2.47363,-2.52596,2.89062,-2.78679,3.47729,-3.21027,4.16374,-0.767561,1.33589,-1.55168,2.07782,-2.34111,2.87937,-3.13297,3.70151,-0.90522,0.976821,-1.63683,1.78846,-2.40969,2.6225,-3.19593,3.46331
660931,-1.57412,1.3,-1.91079,2.01305,-2.44212,2.77484,-3.09824,3.55508,-0.701651,1.19793,-1.44943,1.86999,-2.21084,2.6383,-2.97779,3.42923,-0.870928,0.842859,-1.61532,1.6127,-2.38124,2.41314,-3.15194,3.21783
660929,-1.72292,1.18191,-2.15515,2.03669,-2.75079,2.93185,-3.50945,3.84052,-0.785329,1.53635,-1.60251,2.37257,-2.43096,3.2409,-3.26637,4.12875,-1.07969,1.28351,-1.90699,2.11898,-2.75202,3.01733,-3.60552,3.9293
660923,-2.36523,1.87011,-2.48409,2.40161,-2.76747,3.15655,-3.5631,3.98343,-0.789584,1.36554,-1.60053,2.15127,-2.42898,2.99849,-3.26966,3.86742,-1.03935,1.06348,-1.83614,1.8775,-2.67775,2.7337,-3.5305,3.60978
660917,-2.24728,2.39313,-2.37027,2.84565,-2.60862,3.4144,-2.99649,4.04445,-0.62054,2.40123,-1.28944,2.67158,-1.96915,3.08418,-2.65289,3.69736,-1.03829,0.954481,-1.66895,1.76317,-2.3521,2.58368,-3.04877,3.40743
660914,-1.29399,1.32232,-1.98315,2.14399,-2.78261,3.03107,-3.62682,3.93764,-0.797257,1.37476,-1.65347,2.19239,-2.52999,3.0807,-3.41518,3.99105,-1.02997,1.12153,-1.82173,2.01979,-2.67923,2.93584,-3.55738,3.85844
660912,-2.36562,1.71434,-2.48451,2.1509,-2.71894,2.70244,-3.16428,3.38669,-0.754407,1.22891,-1.51484,1.83961,-2.27733,2.52893,-3.04077,3.2661,-0.849273,1.05667,-1.49218,1.82191,-2.15998,2.5977,-2.86888,3.37747
660902,-1.51946,1.52258,-1.89222,2.15163,-2.41575,2.92368,-3.07496,3.74024,-0.7855,1.28128,-1.5794,1.995,-2.37656,2.79538,-3.17529,3.62505,-0.870593,1.1133,-1.55257,1.93757,-2.25181,2.77648,-3.00694,3.62221
660901,-2.33048,2.27094,-2.58368,2.69546,-2.97294,3.27929,-3.46077,3.95642,-0.644489,2.3807,-1.30885,2.61763,-1.99341,2.99561,-2.69391,3.57223,-0.838534,1.02435,-1.50676,1.81817,-2.20845,2.62703,-2.92131,3.44088
660900,-1.34205,1.17181,-1.80283,1.98413,-2.41547,2.84574,-3.19838,3.72245,-0.778664,1.41661,-1.58289,2.14224,-2.39465,2.97735,-3.20951,3.84942,-0.611616,1.16008,-1.40592,2.04095,-2.21789,2.93218,-3.0339,3.82614
660889,-2.35511,1.34214,-2.61223,2.05592,-3.00194,2.88578,-3.67011,3.75266,-0.774205,2.33462,-1.56015,2.4639,-2.36435,3.20346,-3.19384,4.08152,-1.09429,1.13138,-1.93005,1.97082,-2.78011,2.83374,-3.63691,3.71181
660886,-1.79891,1.67728,-1.9434,2.15054,-2.43163,2.92612,-3.18136,3.75178,-0.7855,1.29008,-1.5794,2.00567,-2.37656,2.81562,-3.17529,3.65744,-0.843821,1.12926,-1.50975,1.96893,-2.22557,2.82221,-3.00694,3.68165
660885,-2.35489,1.61448,-2.61218,2.25097,-2.99875,3.04571,-3.54752,3.89052,-0.771572,1.36761,-1.54872,2.16329,-2.36395,3.0216,-3.20956,3.90004,-1.03747,1.13535,-1.83378,1.95759,-2.67574,2.81089,-3.52868,3.68427
660884,-2.29345,1.89017,-2.41761,2.38577,-2.7668,3.07709,-3.57274,3.8975,-0.789998,1.36588,-1.62912,2.1592,-2.4865,3.02465,-3.35161,3.91437,-1.05751,1.11545,-1.84613,1.96774,-2.67603,2.85608,-3.52339,3.75468
660882,-1.58302,1.24001,-2.13413,1.9155,-2.74576,2.70317,-3.38456,3.51679,-0.697492,1.42522,-1.42988,2.14227,-2.17227,2.9375,-2.91892,3.76118,-0.814577,0.992852,-1.48666,1.8297,-2.21099,2.67614,-2.95083,3.52543
660880,-2.42008,1.40573,-2.55163,2.18205,-2.82001,3.04912,-3.65404,3.94437,-0.798737,1.38609,-1.63563,2.21216,-2.497,3.1002,-3.37053,4.00814,-1.07256,1.04005,-1.90823,1.88587,-2.78067,2.78755,-3.66259,3.70475
660879,-2.3651,1.82684,-2.48374,2.27685,-2.72017,2.83538,-3.20964,3.52922,-0.779823,1.46186,-1.56996,2.19197,-2.36297,2.95848,-3.15719,3.73852,-0.851314,1.1341,-1.49777,1.9125,-2.18513,2.72083,-2.95283,3.53545
660878,-2.12071,1.9753,-2.41742,2.58246,-2.95654,3.38148,-3.66504,4.25595,-0.778228,1.35673,-1.62103,2.19545,-2.48856,3.10793,-3.366,4.03968,-0.911757,1.09765,-1.74178,2.02258,-2.61388,2.96207,-3.49562,3.90584
660877,-2.21564,1.94623,-2.50239,2.49339,-3.00049,3.21771,-3.65921,4.02163,-0.769704,1.31669,-1.5942,2.08887,-2.43795,2.93536,-3.28976,3.80309,-0.865709,1.11091,-1.65605,1.95662,-2.49673,2.83032,-3.34962,3.71079
660876,-1.40262,1.16429,-1.85811,1.85483,-2.49264,2.62547,-3.19955,3.42278,-0.697923,1.41748,-1.43541,2.12858,-2.18628,2.90353,-2.94286,3.70042,-0.841705,1.02146,-1.50445,1.80305,-2.23423,2.61243,-2.98252,3.43057
660852,-2.38649,1.78885,-2.52722,2.27398,-2.79663,2.96564,-3.264,3.74534,-0.78069,1.30679,-1.57161,1.93526,-2.36593,2.68868,-3.16178,3.48991,-0.93189,1.033,-1.62169,1.82722,-2.35518,2.6436,-3.12106,3.46818
660849,-1.52879,1.82025,-2.08481,2.52899,-2.78092,3.36962,-3.58521,4.2592,-0.759781,1.54243,-1.57924,2.38002,-2.44538,3.28864,-3.32685,4.2195,-1.12899,1.072,-1.92347,1.97744,-2.78238,2.91475,-3.66252,3.85927
660846,-2.41631,1.48032,-2.53843,1.99677,-2.76881,2.7699,-3.34659,3.58417,-0.762328,1.39258,-1.53954,2.16973,-2.32326,2.98448,-3.11092,3.81092,-1.02745,0.998915,-1.78619,1.79096,-2.58689,2.60764,-3.39922,3.43531
660845,-2.35489,1.57953,-2.61218,2.30641,-2.99874,3.19218,-3.62395,4.1165,-0.795761,2.33467,-1.64831,2.46432,-2.52007,3.17005,-3.3995,4.11793,-0.934023,1.34094,-1.7426,2.20064,-2.60818,3.13214,-3.48624,4.08115
660839,-2.29371,1.89056,-2.41836,2.38904,-2.76735,3.08545,-3.57337,3.90822,-0.789993,1.36677,-1.6291,2.16245,-2.48644,3.03011,-3.35152,3.92156,-1.05751,1.10981,-1.84613,1.96622,-2.676,2.85621,-3.52333,3.75631
660835,-1.57333,2.08756,-1.8972,2.50081,-2.39279,3.20018,-3.12045,3.99953,-0.776901,2.33462,-1.56603,2.46177,-2.36033,2.86172,-3.1572,3.67886,-0.954847,1.11397,-1.63931,1.93701,-2.40052,2.78117,-3.17097,3.63673
660834,-2.39638,1.41132,-2.52564,2.21163,-2.79971,3.05606,-3.5784,3.91998,-0.780029,1.53922,-1.59178,2.37599,-2.42114,3.23877,-3.26304,4.11438,-1.08282,1.08898,-1.918,1.89124,-2.772,2.75693,-3.63442,3.63866
660832,-2.4029,1.58044,-2.52255,2.02045,-2.75203,2.73253,-3.19491,3.5446,-0.772208,1.30632,-1.55346,1.90209,-2.33809,2.6428,-3.12436,3.44336,-0.727854,1.09822,-1.36876,1.91723,-2.14515,2.74329,-2.92924,3.57175
660830,-2.26285,1.86785,-2.38296,2.30284,-2.8398,2.93836,-3.47015,3.68369,-0.68734,1.29216,-1.39614,2.02251,-2.11678,2.83554,-2.84419,3.67245,-0.816039,1.29008,-1.46366,2.07347,-2.16244,2.90672,-2.88068,3.75165
660828,-2.40977,1.89245,-2.53109,2.39065,-2.76936,3.092,-3.57281,3.92412,-0.789991,1.36699,-1.62908,2.16573,-2.48641,3.03882,-3.35148,3.9361,-1.05753,1.12252,-1.84615,1.98366,-2.676,2.8798,-3.52331,3.78598
660811,-2.38645,1.40062,-2.52703,2.10415,-2.79469,2.87717,-3.25856,3.67662,-0.781307,1.30296,-1.57726,1.90563,-2.37825,2.64844,-3.18159,3.44782,-0.746878,1.04976,-1.50414,1.85433,-2.29415,2.67349,-3.09321,3.49741
660810,-1.49523,1.47507,-2.01659,2.23456,-2.81384,3.10058,-3.65195,4.00005,-0.803467,1.38716,-1.64413,2.21808,-2.50827,3.11333,-3.38415,4.02928,-1.07581,1.06525,-1.91542,1.90965,-2.7904,2.81536,-3.67455,3.73936
660808,-1.33755,1.88572,-1.65664,2.26029,-2.25611,2.83263,-3.00134,3.55538,-0.754483,1.42338,-1.51546,2.14175,-2.27903,2.91747,-3.04397,3.71124,-0.832393,1.05421,-1.49038,1.82663,-2.19684,2.62198,-2.93355,3.42822
660807,-2.24722,1.54204,-2.38692,2.22023,-2.77229,3.0089,-3.56617,3.83922,-0.755141,1.36387,-1.55995,2.14497,-2.38937,2.98446,-3.23131,3.84372,-1.03991,1.03665,-1.83662,1.77002,-2.67704,2.6323,-3.52823,3.50626
660797,-1.57135,1.29396,-1.90816,2.00734,-2.4388,2.77247,-3.09433,3.55485,-0.706931,1.19337,-1.45362,1.86173,-2.21275,2.62816,-2.97709,3.41768,-0.865703,0.998007,-1.60733,1.61833,-2.37101,2.39821,-3.13929,3.20023
660795,-1.46503,1.50152,-1.98047,2.05265,-2.76522,2.9164,-3.58813,3.81646,-0.76405,1.37365,-1.58367,2.18225,-2.42536,3.06022,-3.27739,3.96084,-1.02866,1.09309,-1.80237,1.97471,-2.63211,2.88044,-3.48017,3.79395
660794,-1.63382,1.36897,-1.92093,2.08272,-2.56301,2.91133,-3.43195,3.79249,-0.867561,1.14337,-1.74116,1.90068,-2.61666,2.78868,-3.493,3.69139,-0.756152,1.15745,-1.58771,2.04693,-2.4513,2.94859,-3.32234,3.85417
660793,-2.26335,2.18519,-2.38348,2.8012,-2.62513,3.51906,-3.03911,4.28344,-0.71764,1.26363,-1.48474,1.9783,-2.26672,2.77454,-3.05487,3.59274,-0.8746,0.838023,-1.64528,1.65787,-2.4362,2.49044,-3.23072,3.32542
660789,-1.4609,1.74011,-1.9711,2.43726,-2.68836,3.23766,-3.48136,4.08033,-0.759223,1.36722,-1.55941,2.18178,-2.40277,3.05343,-3.26236,3.94124,-0.97524,1.07992,-1.77605,1.93502,-2.62452,2.81932,-3.4864,3.71294
660781,-2.40135,1.78176,-2.57764,2.45663,-2.96504,3.23344,-3.4549,4.05129,-0.782665,1.25676,-1.57744,2.00004,-2.37626,2.83588,-3.17698,3.69452,-0.95949,1.03518,-1.65977,1.86385,-2.43591,2.71873,-3.22296,3.58347
660765,-1.62442,1.51472,-1.91571,2.13649,-2.45241,2.90996,-3.16505,3.72982,-0.7855,1.2718,-1.5794,1.97922,-2.37656,2.78332,-3.17529,3.619,-0.842072,1.12371,-1.49953,1.95587,-2.22557,2.80306,-3.00694,3.65614
660763,-2.41624,1.52188,-2.53818,2.13356,-2.79649,2.90199,-3.26138,3.71091,-0.776344,1.28324,-1.56293,1.98998,-2.35282,2.77778,-3.14418,3.5964,-0.868471,1.04528,-1.55967,1.85564,-2.30212,2.68785,-3.07022,3.52779
660761,-2.35399,1.67642,-2.61134,2.48268,-3.00083,3.41078,-3.66072,4.37765,-0.806714,1.4202,-1.68342,2.34224,-2.5806,3.32638,-3.48551,4.32605,-1.09424,1.37375,-1.84016,2.29456,-2.71334,3.27853,-3.61157,4.2776
660758,-1.62854,1.97626,-2.07655,2.64164,-2.78729,3.49599,-3.61194,4.40704,-0.764661,1.46523,-1.57921,2.37401,-2.47763,3.3288,-3.38703,4.29635,-1.00691,1.34575,-1.85932,2.21903,-2.75495,3.16208,-3.66305,4.1238
660748,-2.27992,1.78854,-2.40291,2.26466,-2.6486,2.91242,-3.1918,3.64075,-0.775392,1.30655,-1.55709,1.93146,-2.34122,2.67412,-3.12654,3.46218,-0.931725,1.08834,-1.61826,1.87216,-2.33688,2.67897,-3.07428,3.49274
660747,-2.17383,1.95165,-2.44861,2.5019,-2.9284,3.21958,-3.565,4.00789,-0.766121,1.31316,-1.53997,2.0709,-2.36241,2.89874,-3.19552,3.74693,-0.863274,1.10518,-1.63824,1.92148,-2.46064,2.76969,-3.29521,3.62814
660720,-2.33412,1.61662,-2.45469,2.26624,-2.78131,3.0586,-3.5668,3.91346,-0.789948,1.36554,-1.62877,2.15664,-2.48565,3.01912,-3.35018,3.90628,-1.05807,1.09298,-1.84746,1.95415,-2.67751,2.84143,-3.52464,3.73835
660717,-2.35489,1.61455,-2.61218,2.25185,-2.99875,3.04795,-3.54753,3.8939,-0.768471,2.33467,-1.54172,2.46281,-2.36394,3.02872,-3.20956,3.90413,-1.03747,1.11981,-1.83378,1.9484,-2.67574,2.80483,-3.52868,3.67998
660716,-2.39861,1.53039,-2.52657,2.22089,-2.78548,3.01758,-3.59461,3.84882,-0.781673,1.53934,-1.58064,2.37573,-2.38573,3.23743,-3.20591,4.11156,-1.08109,1.11871,-1.91067,1.9528,-2.75718,2.81435,-3.61143,3.69119
660712,-2.21564,1.94622,-2.50239,2.49318,-3.00049,3.21671,-3.65922,4.01931,-0.769677,1.31659,-1.59419,2.08798,-2.43794,2.93307,-3.28975,3.7991,-0.865713,1.08131,-1.65605,1.94074,-2.49674,2.81515,-3.34962,3.69456
660707,-2.361,1.43747,-2.63603,2.04298,-3.07234,2.91327,-3.63985,3.80057,-0.809207,1.22653,-1.62217,1.9893,-2.43721,2.8647,-3.25351,3.76044,-0.834242,1.16541,-1.48889,2.06431,-2.22235,2.96974,-3.03288,3.87706
660702,-1.83089,1.43697,-1.98993,1.9451,-2.55618,2.80917,-3.33433,3.70992,-0.823315,1.24263,-1.65155,2.00329,-2.48186,2.88064,-3.31324,3.77951,-0.853254,1.20684,-1.50346,2.11133,-2.22759,3.02118,-3.05282,3.93254
660701,-2.40124,1.37791,-2.6109,2.20885,-3.02846,3.09598,-3.57268,3.99769,-0.831731,1.2157,-1.67231,2.00088,-2.51583,2.89352,-3.36069,3.80474,-0.983343,1.13037,-1.5905,2.03854,-2.39545,2.95562,-3.23194,3.8755
660698,-1.8309,1.44629,-1.991,2.00258,-2.42631,2.74364,-3.12814,3.53517,-0.776292,1.22975,-1.56567,1.87769,-2.36001,2.63721,-3.15679,3.43499,-0.828393,1.13028,-1.50135,1.93449,-2.24144,2.74846,-3.01342,3.56624
660690,-1.80732,1.12326,-2.25455,2.0033,-2.86586,2.91799,-3.58613,3.84482,-0.820073,1.36626,-1.65596,2.17604,-2.50136,3.07036,-3.35291,3.99204,-1.02774,1.3323,-1.79728,2.21388,-2.62061,3.13915,-3.46264,4.07344
660687,-2.20666,2.68387,-2.3248,2.96551,-2.5982,3.38109,-3.2639,3.90646,-0.801198,1.2738,-1.61431,1.95294,-2.43168,2.7379,-3.25108,3.56445,-0.960929,1.03755,-1.60348,1.86759,-2.38596,2.7129,-3.19453,3.56299
660686,-2.22333,1.95568,-2.50328,2.5511,-2.99916,3.32297,-3.6563,4.16139,-0.780033,1.36612,-1.61512,2.16252,-2.47279,3.03056,-3.33906,3.92217,-1.03901,1.10579,-1.83572,1.93743,-2.68166,2.82476,-3.54266,3.72671
660677,-1.44801,0.93713,-1.86481,1.67174,-2.45688,2.45231,-3.16937,3.24436,-0.763857,1.29889,-1.52918,1.9161,-2.2953,2.6144,-3.06194,3.37377,-1.66251,1.1014,-2.2051,1.88272,-2.80962,2.66944,-3.43927,3.45995
660675,-2.36562,1.7143,-2.48458,2.15069,-2.72209,2.70431,-3.1992,3.40454,-0.771631,1.22833,-1.54818,1.83896,-2.32638,2.53722,-3.10533,3.29493,-0.849272,1.07138,-1.49233,1.8567,-2.1659,2.65005,-2.90622,3.44644
660674,-1.17424,1.3414,-1.87667,2.18277,-2.68779,3.07042,-3.52907,3.97588,-0.789712,1.53737,-1.61896,2.37839,-2.46596,3.25552,-3.32369,4.15264,-1.08711,1.1097,-1.92048,2.00132,-2.77307,2.91243,-3.63618,3.83082
660672,-1.7786,1.34137,-2.197,1.89407,-2.75295,2.61166,-3.38179,3.39335,-0.630894,1.4707,-1.28606,2.21721,-1.9701,3.00406,-2.67612,3.80752,-0.611805,1.28166,-1.31869,2.03452,-2.03942,2.8381,-2.76662,3.65508
660663,-2.26286,1.86982,-2.38297,2.38803,-2.87597,3.24786,-3.67725,4.17439,-0.831911,1.51289,-1.6909,2.36131,-2.5656,3.26575,-3.45026,4.20011,-1.08179,1.33042,-1.92609,2.2162,-2.79846,3.15773,-3.68439,4.1129
660658,-2.3341,1.61661,-2.45449,2.26607,-2.78106,3.05819,-3.56678,3.91286,-0.789947,1.36552,-1.62876,2.15653,-2.48564,3.01882,-3.35016,3.90581,-1.05807,1.09299,-1.84746,1.954,-2.67751,2.84112,-3.52463,3.73787
660655,-2.41594,1.83936,-2.53723,2.55235,-2.75935,3.35342,-3.13606,4.18227,-0.771547,1.48273,-1.5702,2.17146,-2.38153,2.94376,-3.19967,3.75964,-0.892492,0.973163,-1.68495,1.79345,-2.50336,2.64086,-3.32847,3.49556
660653,-1.79893,1.41377,-2.00421,1.95769,-2.5725,2.76805,-3.24591,3.61349,-0.781532,1.45568,-1.57939,2.21578,-2.38294,3.03099,-3.18921,3.86771,-0.832785,1.28279,-1.47138,2.07827,-2.12985,2.93111,-2.93079,3.7934
660644,-1.45619,1.54985,-1.77522,2.05114,-2.36773,2.73833,-3.14093,3.51376,-0.785956,1.46187,-1.57394,2.19338,-2.36297,2.96385,-3.15262,3.7509,-0.896268,1.12063,-1.56775,1.93158,-2.28601,2.75251,-3.03375,3.57898
660643,-2.39831,1.94636,-2.52659,2.49541,-3.00052,3.22623,-3.65909,4.03901,-0.771955,1.3179,-1.59576,2.09382,-2.43982,2.94514,-3.29198,3.81793,-0.866605,1.08346,-1.65815,1.9483,-2.49922,2.82914,-3.35242,3.71533
660642,-2.24728,2.39321,-2.3703,2.84677,-2.84103,3.42189,-3.67984,4.08654,-0.794156,2.40135,-1.62366,2.67392,-2.46751,3.23254,-3.32052,4.11499,-1.07681,1.14846,-1.90328,2.05258,-2.75005,2.96889,-3.6072,3.89047
660640,-1.42175,1.07513,-1.75915,1.66341,-2.22836,2.30545,-2.77568,2.96477,-0.599489,1.1452,-1.22809,1.67325,-1.86846,2.29973,-2.51446,2.95814,-0.758048,0.831543,-1.37163,1.40614,-2.01655,2.06801,-2.66716,2.74445
660638,-1.46087,1.535,-1.93491,2.04804,-2.7508,2.81846,-3.59015,3.67909,-0.760126,1.53961,-1.54199,2.37664,-2.34566,3.23849,-3.16807,4.11183,-1.08167,1.11225,-1.9119,1.9312,-2.75872,2.77999,-3.61294,3.64656
660637,-2.38631,1.8757,-2.52655,2.25496,-2.79109,2.94769,-3.23478,3.75045,-0.774355,1.26244,-1.56094,1.94141,-2.35291,2.72727,-3.14773,3.54881,-0.839815,1.06603,-1.56112,1.87249,-2.34157,2.70014,-3.13129,3.53652
660636,-1.57118,1.31245,-1.90927,2.02525,-2.43345,2.77654,-3.07574,3.5422,-0.699214,1.19002,-1.4435,1.84233,-2.20142,2.59056,-2.96495,3.36225,-0.874593,0.806914,-1.62068,1.54461,-2.38525,2.32775,-3.15369,3.11482
660635,-1.3924,1.24568,-1.96433,2.11846,-2.73693,3.03035,-3.54427,3.95602,-0.807257,1.36582,-1.64221,2.17273,-2.4866,3.06597,-3.33518,3.98751,-1.03632,1.08669,-1.82235,1.99577,-2.65141,2.92533,-3.49143,3.86141
660628,-2.17384,1.95203,-2.44863,2.5129,-2.94748,3.2774,-3.66383,4.12474,-0.756762,1.48418,-1.53963,2.30686,-2.36432,3.1958,-3.19848,4.10566,-0.864468,1.08725,-1.64468,1.97344,-2.46961,2.8915,-3.30543,3.81702
660625,-2.27544,1.8167,-2.39603,2.24804,-2.73988,2.98704,-3.55073,3.80658,-0.716555,1.36498,-1.52481,2.14928,-2.36122,2.99067,-3.20887,3.84986,-1.03664,0.91762,-1.83074,1.76024,-2.67149,2.62511,-3.52376,3.49613
660624,-2.34087,2.05654,-2.59863,2.5045,-2.99501,3.11629,-3.49171,3.82052,-0.64454,1.44202,-1.308,2.15954,-1.99075,2.92284,-2.68937,3.70623,-0.828094,1.03027,-1.48846,1.83296,-2.18708,2.65062,-2.89817,3.47304
660623,-2.35686,1.99509,-2.61498,2.44654,-3.00272,3.22667,-3.66382,4.07259,-0.75675,1.48432,-1.53082,2.30546,-2.32199,3.19118,-3.12646,4.09707,-0.878853,1.07575,-1.62866,1.95277,-2.44261,2.86683,-3.2657,3.78807
660621,-1.53701,1.36464,-1.97017,2.16083,-2.74234,3.02733,-3.54908,3.91091,-0.71842,1.36409,-1.50605,2.15403,-2.3252,3.01419,-3.15853,3.89889,-1.02955,0.988008,-1.80525,1.86211,-2.63023,2.75873,-3.46886,3.66102
660619,-2.32507,1.41336,-2.57868,2.14012,-2.96826,2.9607,-3.47667,3.81648,-0.763691,1.47419,-1.5299,2.28796,-2.29913,3.15554,-3.07208,4.03916,-0.922242,1.28106,-1.46364,2.09507,-2.23443,2.97289,-3.02411,3.86376
660616,-2.41632,1.52091,-2.53831,2.109,-2.76855,2.90271,-3.48566,3.77224,-0.774039,1.54078,-1.56661,2.37597,-2.37672,3.23625,-3.20205,4.10916,-1.11392,1.11084,-1.94483,1.94085,-2.79075,2.79877,-3.64392,3.67244
660615,-2.39867,1.62675,-2.52668,2.37353,-2.90778,3.2749,-3.75418,4.2237,-0.782184,1.51,-1.64299,2.40277,-2.53647,3.35888,-3.44255,4.33455,-1.00813,1.14192,-1.86049,2.10187,-2.75745,3.08374,-3.6666,4.07238
660593,-2.38648,1.39864,-2.52715,2.10136,-2.79807,2.89782,-3.45024,3.75544,-0.781707,1.3301,-1.59015,2.13157,-2.40729,3.00523,-3.22804,3.89907,-0.922614,1.2925,-1.5168,2.13388,-2.29308,3.02837,-3.08807,3.93276
660592,-2.40506,1.95902,-2.54058,2.5617,-2.9986,3.34669,-3.65549,4.1995,-0.801151,1.36684,-1.64007,2.16769,-2.49909,3.04371,-3.3673,3.94437,-1.03901,1.05716,-1.83708,1.93683,-2.68582,2.84433,-3.55015,3.75932
660591,-1.67109,2.12629,-2.1569,2.54179,-2.82232,3.16203,-3.56654,3.93341,-0.757749,1.31326,-1.53389,2.15129,-2.32534,3.04295,-3.12783,3.94658,-0.848166,1.29591,-1.55833,2.11765,-2.31785,3.00383,-3.1059,3.90494
660587,-1.52096,1.43536,-1.89368,1.93012,-2.53759,2.79094,-3.29377,3.68646,-0.813664,1.238,-1.63255,1.99325,-2.45368,2.86507,-3.27596,3.75783,-0.851532,1.20324,-1.49625,2.10136,-2.1955,3.00498,-3.01469,3.91013
660583,-2.23921,1.97476,-2.36311,2.4267,-2.62609,3.06526,-3.28679,3.81369,-0.775017,1.43923,-1.56237,2.17677,-2.35508,2.98211,-3.15081,3.81242,-0.845633,1.13065,-1.55723,1.94329,-2.31309,2.77732,-3.08749,3.62265
660580,-2.38649,1.39578,-2.52722,2.08471,-2.84693,2.83997,-3.47706,3.62382,-0.77637,1.23859,-1.56304,1.9443,-2.35307,2.73598,-3.14458,3.55136,-0.744724,1.28812,-1.49123,2.05441,-2.26734,2.8662,-3.05226,3.68938
